STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,ENERGY_SOURCE,Energy source,GRID_CONN,Grid connection status,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2003,,4.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2004,,11.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2005,,17.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2006,,28.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2007,,36.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2008,,35.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2009,,41.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2010,,51.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2011,,45.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2012,,57.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2013,,52.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2014,,57.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2015,,61.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2016,,45.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2017,,45.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2018,,45,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2019,,56.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2020,,48.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2021,,41,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2022,,43.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,NC,New Caledonia,WNDON,Onshore Wind Energy,ON,On-grid,2023,,80.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2000,,650.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2001,,614.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2002,,614,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2003,,595.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2004,,593.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2005,,611.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2006,,680,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2007,,644.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2008,,678.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2009,,661.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2010,,694.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2011,,636.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2012,,636.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2013,,654.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2014,,595.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2015,,574.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2016,,574.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2017,,529.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2018,,595.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2019,,711,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2020,,711,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2021,,711,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2022,,598.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,RENTOT,Renewable (total),ON,On-grid,2023,,627.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2000,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2001,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2002,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2003,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2004,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2005,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2006,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2007,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2008,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2009,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2010,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2011,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2012,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2013,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2014,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2015,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2016,,2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2017,,2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2018,,1.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2019,,1.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2020,,1.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2021,,1.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2022,,1.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,SOLPV,Solar Photovoltaic,_T,Total,2023,,2.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2005,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2006,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2007,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2008,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2009,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2010,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2011,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2012,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2013,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2014,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2015,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2016,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2017,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2018,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2019,,0.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2020,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2021,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2022,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,RENTOT,Renewable (total),OFF,Off-grid,2023,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2000,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2001,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2002,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2003,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2007,,3.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2008,,4.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2009,,7.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2010,,6.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2011,,5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2012,,6.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2013,,5.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2014,,4.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2015,,5.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2016,,3.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2017,,2.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2018,,2.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2019,,3.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2020,,1.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2021,,0.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2022,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,FJ,Fiji,WNDON,Onshore Wind Energy,_T,Total,2023,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2000,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2001,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2002,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2003,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2004,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2005,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2006,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2007,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2008,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2009,,0.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2010,,0.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2011,,0.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2012,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2013,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2014,,1.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2015,,1.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2016,,1.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2017,,1.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2018,,2.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,MH,Marshall Islands,RENTOT,Renewable (total),_T,Total,2019,,2.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
