STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,ENERGY_SOURCE,Energy source,GRID_CONN,Grid connection status,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2006,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2007,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2008,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2009,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2010,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2011,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2012,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2013,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2014,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2015,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2016,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2017,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2018,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2019,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2020,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2021,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2022,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TK,Tokelau,SOLPV,Solar Photovoltaic,OFF,Off-grid,2023,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2000,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2001,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2002,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2003,,0.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2004,,0.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2005,,0.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2006,,0.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2007,,0.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2008,,0.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2009,,0.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2010,,0.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2011,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2012,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2013,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2014,,0.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2015,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2016,,0.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2017,,0.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2018,,0.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2019,,0.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2020,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2021,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2022,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TV,Tuvalu,OIL,Oil,OFF,Off-grid,2023,,0.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TO,Tonga,WNDON,Onshore Wind Energy,_T,Total,2013,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TO,Tonga,WNDON,Onshore Wind Energy,_T,Total,2014,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TO,Tonga,WNDON,Onshore Wind Energy,_T,Total,2015,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TO,Tonga,WNDON,Onshore Wind Energy,_T,Total,2016,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TO,Tonga,WNDON,Onshore Wind Energy,_T,Total,2017,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TO,Tonga,WNDON,Onshore Wind Energy,_T,Total,2018,,0.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TO,Tonga,WNDON,Onshore Wind Energy,_T,Total,2019,,1.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TO,Tonga,WNDON,Onshore Wind Energy,_T,Total,2020,,2.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TO,Tonga,WNDON,Onshore Wind Energy,_T,Total,2021,,2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TO,Tonga,WNDON,Onshore Wind Energy,_T,Total,2022,,1.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,TO,Tonga,WNDON,Onshore Wind Energy,_T,Total,2023,,1.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2000,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2001,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2002,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2003,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2004,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2005,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2006,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2007,,1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2008,,2.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2009,,8.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2010,,12.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2011,,11.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2012,,15.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2013,,23.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2014,,18,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2015,,20,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2016,,15.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2017,,16.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2018,,19.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2019,,23.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2020,,22.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2021,,19.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2022,,18.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,VU,Vanuatu,RENTOT,Renewable (total),_T,Total,2023,,18.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2000,,128,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2001,,128,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2002,,128,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2003,,128,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2004,,128,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2005,,128,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2006,,128.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2007,,137.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2008,,137.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2009,,139.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2010,,140.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2011,,133,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2012,,135.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2013,,132.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2014,,146.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2015,,145.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2016,,155.1,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2017,,155.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2018,,162.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2019,,154,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2020,,136.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2021,,143,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2022,,154.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PF,French Polynesia,NRENTOT,Non-renewable (total),OFF,Off-grid,2023,,104.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2000,,13,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2001,,12.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2002,,12.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2003,,12.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2004,,8.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2005,,9.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2006,,10.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2007,,11.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2008,,11.9,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2009,,14.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2010,,19.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2011,,20.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2012,,12.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2013,,3.8,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2014,,4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2015,,4.2,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2016,,4.4,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2017,,4.6,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2018,,4.7,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2019,,4.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2020,,4.3,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2021,,4.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2022,,4.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,PG,Papua New Guinea,BIOSLD,Solid Biofuels,_T,Total,2023,,4.5,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2005,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2006,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2007,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
DATAFLOW,SPC:DF_POWER_GEN(1.0),Power generation,I,A,Annual,WS,Samoa,SOLPV,Solar Photovoltaic,OFF,Off-grid,2008,,0,,,,GWH,Gigawatt-hour,,,,,N,National,,
